feat_00,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,customer_segment,target
0.731935848648054,0.6154268069475193,-0.8568151703400604,-1.0683012936138419,0.7179330177136077,0.16368196997393794,-0.0696131637776217,-0.6161689093207146,-0.7661441601960242,-0.8865125288090212,0.8901677110633551,1.8809674028290295,-1.0584032120871214,-0.18159870526878508,seg_19964,1
-0.14913668967021707,0.2732697811692843,-0.27439812612148945,1.7063165833434055,-1.0944515590438295,-2.206514036747092,-1.2047465788326517,-0.834229415405831,0.47930502645147943,-2.8215945089169874,0.6923320985041698,-1.4196396178587496,0.18202668581887427,0.6412846508984954,seg_20353,0
-1.3615979061759036,0.6736509898007426,-0.7497930512163274,0.7243420408981274,-0.4483119081602176,-0.5331717803312723,-0.18026664533380427,-0.3652519440013419,-1.2509909883096226,-0.9032401599397688,-1.2106450323518583,0.6494029932705336,1.292313779268939,-0.7989333671956999,seg_01718,0
0.18324073037452626,-0.15924019136231965,-0.8788757370147483,-0.838326744161582,0.9241889605897489,-1.4688783078719718,0.2898886602424624,0.8705344231908374,-1.95118899446389,-0.5200846011817689,1.4705641268885024,1.1266302865914177,-0.9779050765575763,-0.323330952677453,seg_08193,1
-0.09829337818851486,-0.7178063153351187,0.6312818861721393,1.8574719354955,-0.528616453652747,1.625036595752797,1.1839241278733421,-0.2717307679429098,1.018663261009426,0.7497751370244652,-1.2940502024621412,-0.8580690706751997,-0.29533221296283685,-0.09947794001580587,seg_22127,1
0.6787022538459003,0.035612687290790646,1.5573160611120194,-0.5644883162511215,-0.009137251887529415,-1.6312548759180905,-1.5781128552317738,0.3841722180060849,-1.6010107292206428,0.040638678652106276,2.385031046225203,-0.1848272334762339,-0.13076020595662594,0.39088204363622553,seg_16970,1
-1.352532487275292,-0.017944667923027662,0.5359167310643937,0.20233227188786201,1.2486983945952255,-2.2511858684357238,1.1023638010423435,-1.3574409541688284,-0.24562349259929203,-0.7612126915743581,-0.10401963274283466,-1.0727614227913933,0.12597529898859453,-0.23513001568968422,seg_31007,0
0.11856170381161937,-0.8984545017939986,0.9775481249216543,-0.630684942502776,1.839591992202698,-0.25015496261129927,0.9207083818743521,-0.15454041708743144,0.48649959981672725,-0.8361123715702538,-0.10357440598830218,-0.7259257689243135,0.545755815633848,-0.32909542935232605,seg_07071,0
-1.4485610033273055,-0.091861163161436,-0.03959980499991213,-0.15750425122583675,0.045113189902516754,0.7030140995554509,0.7713846469954235,-1.2441937759271704,-1.5593190309740008,0.185904555931398,1.8673579502942446,-0.6276015693194504,2.017371997534194,0.01680726630742867,seg_29437,0
-0.9289175495454207,0.72684539862555,0.3766503788309356,-0.08942567133161432,0.3785590938570647,-0.24549842185119253,0.5424103044290308,0.7280163026864745,-0.22533013334604718,0.4321475341342327,0.7589496260921097,-0.8489414588312065,-0.11887410606835597,-0.22756094250955636,seg_15043,1
0.962324960638629,0.5069438983671086,0.32673361744080887,0.723689580800888,-0.43955905071302404,0.2551208333443165,0.5768054081463069,0.5987256221970657,2.545805359862009,-0.6818777378243507,0.14426327182133317,-0.08458102656617629,0.48141863578415145,1.2841491321456213,seg_25985,1
-0.08455076013862635,1.6837643735051266,-2.0929466354242297,-0.6739613306141621,-0.774670593411489,0.8258015352941991,0.1332957642625484,0.9880068105371415,-0.3967275877252047,-0.04658744274200449,-0.4544642529029743,0.3694629789393938,0.9428946681499479,1.2533533240723567,seg_21210,0
0.3697597622923717,-0.3788684256965722,-1.571528679256449,-0.279482480071351,0.36857511213257627,1.4926202414871546,1.305442108973935,-1.619056910246451,-1.2545604459400055,-2.060718677546123,0.2902335889311488,1.2708368980889202,-0.14756420689351318,1.1539894106232185,seg_25331,0
-0.343583001406651,2.0900463666314755,0.8908716798685066,0.5981116040327839,-0.8669804287194698,-0.015062820966717797,0.2698314268820954,-1.1858016554317081,-0.40519815137872994,-0.1761104721852516,0.9407145237799012,-0.4262691086702153,-1.0576808946712946,0.10137102389594371,seg_02340,0
