observation_id,advertising_spend,sales_revenue
1,53.04717079754431,21.060765596775646
2,39.60015893759504,8.723206698401796
3,57.50451195806457,17.2103786536588
4,59.405647163912136,16.514150960977542
5,30.489648113461637,11.847490824429958
6,36.97820493137682,22.35331636992278
7,51.278404031672856,16.10820046471582
8,46.83757407656418,19.202782569184116
9,49.83198842495711,-1.4517802807610476
10,41.4695607242642,12.051121001838316
11,58.79397974862829,10.892351762245516
12,57.77791935428948,7.582871322897818
13,50.66030697561216,8.17287315725364
14,61.27241206968033,15.708736095297601
15,54.675093422520455,23.72974836560424
16,41.40707537116762,1.8109808694337737
17,53.68750784082499,16.351304293002837
18,40.411173991710015,8.249996730844376
19,58.78450301307272,15.013966149026128
20,49.50074089013747,22.872284869478072
21,48.151376364547396,18.75033640539563
22,43.190704555960586,23.656396226330124
23,62.2254133867403,17.431578582022883
24,48.45470517931198,8.968870660427969
25,45.71672177836893,11.924145998466681
26,46.478664495117705,15.883573678705083
27,55.32309185553349,18.009514424289733
28,53.65444064364078,7.421227615225302
29,54.12732611595988,16.96211608781096
30,54.308210030078826,18.118289650134887
31,71.41647600870462,41.56473510288275
32,45.93584983615384,28.79551184109951
33,44.87757270928463,6.637325008314828
34,41.86227271752122,10.259614922862957
35,56.15979422575496,5.140402253030462
36,61.28972292720891,13.661260766454781
37,48.86052542345125,17.182997655758097
38,41.59843523037472,22.12635953621828
39,41.755187843087604,6.693885650977413
40,56.50592787824701,11.71860684293173
41,57.43254171203442,0.05145027570108596
42,55.43154268305195,15.328135440556322
43,43.344902927113054,4.504155583257411
44,52.3216132306672,11.46096855027157
45,51.166858091407285,8.33517120208148
46,52.18688596729013,14.901965356166583
47,58.7142877794819,3.5524592029915176
48,52.23595548774682,3.934424683196122
49,56.789135630718945,34.07071758544207
50,50.67579069488892,4.903356558274426
51,52.89119398689984,7.093073568432835
52,56.3128822583854,31.589172904086134
53,35.428441801443334,33.86906989435626
54,46.80328783642699,4.668453320325362
55,45.29627345707205,10.64289038281737
56,43.61122151756658,15.815810862794049
57,47.248577487733165,28.00415440156469
58,64.94941311234396,11.589967306277288
59,41.341688843067566,10.440283885383392
60,59.68278354591481,24.123535672268396
61,33.17130228384195,13.429519280885534
62,46.65114970014225,10.986096340201879
63,51.62753065105006,14.417675479186688
64,55.86222331359278,5.759500527117977
65,57.11226579792855,15.228289787581243
66,57.93347235199925,15.248941785528132
67,46.512749277515624,15.811183900264734
68,45.376482073354325,9.170326871454169
69,58.57975881257154,21.346235824132574
70,48.08695675118385,22.527813567913782
71,37.24313676662078,12.416375651333961
72,38.66712785996519,14.414189625183186
73,40.805477139983886,12.666885922618105
74,54.97160744053764,16.492157376892607
75,51.42425736070565,9.654812939868915
76,56.904853540677685,19.603410155589767
77,45.727473536634655,12.939949273682481
78,51.585396910767145,32.2209655446749
79,56.25590393967337,29.463610401703946
80,46.90653460279761,17.15873280129129
81,54.567752375574116,10.265868035114092
82,43.380740589333485,4.1149304009327015
83,46.369461534349284,23.439982085015707
84,46.18262106001671,15.95678011918212
85,38.041603544109606,15.253628290365768
86,54.86972480785582,2.504229546563204
87,45.30597659797276,21.011300831857273
88,50.124941187276875,18.672845061897966
89,54.80746658905909,7.558794501401902
90,54.46531176029944,12.56739506849024
91,56.653851089727866,19.105892961770515
92,49.01514515490577,15.124277933321679
93,45.76701687955846,11.3927355774391
94,49.20281789093601,13.932939222753117
95,33.1266556604197,7.922177672470826
96,35.528875275769124,11.879162679550484
97,36.773003876455974,22.80383694688205
98,40.027531723985184,-8.525008010254826
99,53.997742267234365,14.304520564092835
100,40.94520944639939,13.695662204899392
101,46.2183744596061,16.233464255378625
102,62.992282977860654,15.922368242787877
103,46.437360289385744,-0.12256617301293815
104,57.375155684670865,19.836510575114136
105,40.66382319990123,26.017948673283847
106,47.9456244213237,2.112796087068009
107,40.49977945089419,19.060557944853763
108,46.60966924099438,11.354698987315162
109,58.40308137457396,17.030329645741407
110,32.726795768076514,1.3948506447913616
111,54.344236435458576,13.627621551790561
112,52.377356023322776,26.1135635645885
113,44.05850044303206,17.878792068811272
114,35.539421456115456,24.520319280114187
115,50.7212950771387,24.635683634963158
116,44.705072909361974,16.9242153042452
117,52.32676211354704,29.649504843406447
118,50.21852145523443,18.57750170647672
119,66.01778891320916,26.429242088339215
120,47.606443725269756,11.90936548930326
121,39.76502507378135,12.461874049008046
122,51.79275634956316,9.958436318466735
123,52.19996683971765,23.57666152867412
124,63.59187575240436,9.651133740802383
125,58.35111245914578,23.764136477085025
126,53.56871059149509,14.54540471740725
127,64.63302891219561,28.75988542139724
128,38.11236945677149,17.440662746881525
129,43.60248467250252,27.64591466292517
130,40.73424058594475,18.066469704892583
131,46.10190196844232,1.2542485453067709
132,36.23313852443691,10.334316174145465
133,56.351509468144044,7.529395299684687
134,47.777773029012266,10.187093169773481
135,35.29193705497342,22.677408582705798
136,39.844209187924584,17.053533243558945
137,53.13513847450195,10.349098113720613
138,58.38126567894381,9.404640772159953
139,69.96730891691786,21.252449418085444
140,79.1386246600733,14.00910620297297
141,54.14409433275996,10.874106080655338
142,40.10461879968136,14.52746141231436
143,28.679537192686908,17.846357446659642
144,52.67711462343836,20.673226164827025
145,41.87058904689674,-5.769139354715778
146,45.84642739820315,16.188862051703023
147,43.87903200940192,13.739978188681198
148,48.59209113583615,17.888749623732387
149,60.65980230787643,31.12761814557259
150,51.570485674453444,-1.0347605121019097
151,48.41365162961311,9.795268087355089
152,39.643462471741884,16.6202893238694
153,33.25317055295643,-2.676804029744609
154,45.13692090926669,25.34866865720808
155,49.462174491816796,17.785505249150305
156,67.67929913579883,27.076461627486882
157,51.30274521472886,10.823274272244301
158,59.827395110230576,24.45832805279886
159,45.00704401460848,22.04988565229485
