f0,f1,f2,f3,f4,f5,f6,f7,days_since_first_purchase,target
1.0194387780514633,-2.0885300377104064,0.864968251028183,1.3093892821299102,0.2228093068877419,2.900140876787811,-0.6930360040255809,0.8393198972384612,28.056085565697018,1
0.5770911437515929,1.7443644542579997,1.6560307084774648,0.46902538554686724,0.2519941565038723,-0.3621807368422258,1.0520729945838572,-1.2398083915223692,33.71811792684315,1
0.040781661844494936,-0.7743326980212892,-0.6065158488733658,-0.17751941445622663,1.1868352211773772,-1.4926699128029057,0.405520904441501,-0.8946812768032317,28.75997935436321,0
0.08264209873283325,-0.4501091252355281,-0.8451344429087183,0.3783429034171407,0.7874838033378937,0.02010126873169168,-0.9577619601210046,1.0646268264352712,32.80496981889905,0
-0.7780605951109436,-0.026154839079920396,-1.0418703574846282,-1.675260782987465,-0.07913912551056616,-1.1002318082728557,-0.8171682298933042,0.16144781374212264,27.201767242616988,0
-0.319511078911177,1.7393376200875197,-0.6425563505548617,-1.1527285986499556,1.3792185393436933,-0.9933047281917905,-1.531535277591297,-0.596313915727828,30.667606087732082,0
-0.6050629657974671,2.1223884059987537,-1.1607512865742795,-0.5376490911773375,-0.2300386644879727,-1.7854041302403734,-1.1275445942004452,1.866984409837662,32.58966803475714,0
-0.9029823211224398,-1.67133827900144,-0.5415595784759014,0.2559471353327504,-0.12631621115191635,1.040952600922356,0.3652010938248977,2.563937560227163,37.13617586938525,0
-0.26082181328691295,-0.05419378880413549,0.31769020268833237,0.20106286719302613,-0.802312154621837,-0.07183835749126738,1.2073650581370226,1.726197691461835,30.50668932651184,0
-0.01814577070287891,0.07301862503273357,-0.5445554611779585,0.46798418623447524,-0.7485774166016103,1.240624050972099,1.7458001915330306,0.313762094772063,35.66167791800571,0
-0.8140841376731002,-1.1452904414727465,-1.0547292802138122,-0.38422390356588,-2.397771182994172,-1.4221622013708086,0.7529641713180635,-1.3088443287469071,38.352378862296064,0
