id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0,-1.9261318364495255,0.031057490362961775,-0.5146947573955469,0.02009069144047363,-0.661629274927691,0.7079965013258385,-0.7501097605433126,-0.701059446886939,-1.3713288511061545,-0.3623128499234831,0
1,-0.556868525247105,-1.0697967998066982,-0.39574824605886477,1.1000094354874357,-1.4140140631164841,-0.6381844824652341,1.0815844877366538,-0.9387736007782158,-0.6576795505634353,1.6739750147531869,0
2,0.0501993454265921,-0.029325806347398616,-1.0216699640620317,0.8389195543048392,0.651891570220453,0.43374668875305555,0.9827434188501041,0.05180406890078845,0.16960672995470402,-1.0009086072423685,0
3,-1.692583315718176,0.33540132718303495,-0.7259358533029165,0.22286672362886126,-0.7439118526998262,0.6351325792225618,0.39014963002332204,-1.191192227294352,0.4240290415901942,0.29521884824303213,0
5,-0.6667508502068556,-0.15323096025821417,-0.8241307213394766,-1.2487426107077115,0.800703114590455,0.702204403315143,-0.9850782835302282,-0.5757571684659698,-0.45743845764730084,-0.3896531409022785,0
6,0.2886801448094544,0.11776540704013855,-1.1072901594818472,1.58579845411072,-0.30039994756418886,-0.352490813633896,-1.3565734479453975,0.5180795319638611,-2.058250620485851,-0.9703240260113821,0
7,-0.18165112862357083,1.0702437270371223,2.228459500705877,0.17965315170719248,2.3233749775217807,-1.2586765060998983,-0.9447319130529653,1.1495680345511883,0.019746482380467504,-0.7678073782625929,0
8,-0.00626897359185945,-0.9507839454021733,-1.0526841721165314,0.26101151299810066,-0.7706244766818058,-0.6774670736283376,0.37447261177865754,-1.364431893862398,1.0926046453914615,-0.40152346607857137,0
10,-0.6237388964770473,-0.08235875324045575,1.6534632279233175,0.27306620254692326,2.0585301946755945,2.8260105726733005,0.32056998552983296,-0.011349410602270061,-0.7010125298603975,-0.7815433056479828,0
11,-1.5895072437723774,0.6248033350255074,0.44639714947946735,0.5567690282809071,-0.15985735449098326,-0.08591793574109337,-0.03518526060257687,-0.3079571444698872,1.291982431199678,0.5017663819084486,0
12,1.1812258363871515,0.46245417604784933,0.08248683925289688,0.29558276677738937,-2.0028902193073344,1.0573701462433556,0.13830235043235378,2.056685635604736,0.7346806184501952,2.061437710197959,0
